id,name,gear_style,country,orientation,region,crag,grade,grade_clean,grade_system
10600317615,27,Sport,Austria,Ost,Riegersburg,Burgfelsen Riegersburg,UIAA:6-,6-,UIAA
10578020856,25,Sport,Austria,Ost,Riegersburg,Burgfelsen Riegersburg,UIAA:7-,7-,UIAA
10578082275,21,Sport,Austria,Ost,Riegersburg,Burgfelsen Riegersburg,UIAA:4,4,UIAA
10578020757,Schwarzer Riss,Sport,Austria,Ost,Riegersburg,Burgfelsen Riegersburg,UIAA:7-,7-,UIAA
10578020658,15,Sport,Austria,Ost,Riegersburg,Burgfelsen Riegersburg,UIAA:5,5,UIAA
5335949007,Nordwand Verlängerung,Sport,Austria,Ost,Weizklamm,Rablgrat,UIAA:6-,6-,UIAA
5335947921,Direkter Gratweg,Sport,Austria,Ost,Weizklamm,Rablgrat,UIAA:4+,4+,UIAA
5335946922,Gratweg,Trad,Austria,Ost,Weizklamm,Rablgrat,UIAA:3+,3+,UIAA
5335945959,Welcome,Sport,Austria,Ost,Weizklamm,Rablgrat,UIAA:6+,6+,UIAA
5335944276,Südwestriss,Sport,Austria,Ost,Weizklamm,Rablgrat,UIAA:5-,5-,UIAA
4446590037,Cramp camp,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:7-,7-,UIAA
4446589950,Schloko,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:6,6,UIAA
4446589863,Bad grip,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:5+,5+,UIAA
4446589776,ZWCW,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:6,6,UIAA
4446589689,Mental desaster,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:7+,7+,UIAA
4446589602,Feinstaubbelastung,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:7-,7-,UIAA
4446589515,Black Jack,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:7,7,UIAA
4446589428,L. D. Reskon,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:5+,5+,UIAA
4446589335,Blosnleidn,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:6/6+,6,UIAA
4446589242,Smooth move,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:5 - 6,5,UIAA
4446589155,Z'fridana Peter,Sport,Austria,Ost,Weizklamm,Alter Steinbruch,UIAA:5,5,UIAA
4446609288,Erstlingsgabe,Sport,Austria,Ost,Weizklamm,Rablgrat-WERDO,UIAA:7-,7-,UIAA
4446609201,Brausender,Sport,Austria,Ost,Weizklamm,Rablgrat-WERDO,UIAA:7,7,UIAA
4446609114,Himmelsfeger,Sport,Austria,Ost,Weizklamm,Rablgrat-WERDO,UIAA:7+,7+,UIAA
4446609027,Trübsalmörder,Sport,Austria,Ost,Weizklamm,Rablgrat-WERDO,UIAA:8-,8-,UIAA
4446608940,Wolkenträger,Sport,Austria,Ost,Weizklamm,Rablgrat-WERDO,UIAA:8,8,UIAA
4446608853,Mistralwind,Sport,Austria,Ost,Weizklamm,Rablgrat-WERDO,UIAA:7,7,UIAA
4446599205,Dachlriss,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:4,4,UIAA
4446599046,Rechte Variante,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:7-,7-,UIAA
4446598959,Dachlkante,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:6-,6-,UIAA
4446598872,Bongo Ray,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:8-,8-,UIAA
4446598785,Blaues Wunder,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:8+/9-,8+,UIAA
4446598698,Mister Spliff,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:10-,10-,UIAA
4446598611,Sanduhrweg,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:8+,8+,UIAA
4446598524,Mittelriss,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:7/7+,7,UIAA
4446598437,Erste Allgemeine,Sport,Austria,Ost,Weizklamm,Mittelrissfelsen,UIAA:8-,8-,UIAA
4446577728,Yang,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:6-,6-,UIAA
4446577641,Yin,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7-,7-,UIAA
4446577554,A-BR-AHAM,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:8-,8-,UIAA
4446577467,Halleluya,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7-,7-,UIAA
4446563706,Elija,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:8+,8+,UIAA
4446563619,Das A und O,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7+,7+,UIAA
4446563532,Transpirationssteig,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:6+,6+,UIAA
4446563445,Maranatha,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7+/8-,7+,UIAA
4446563358,Herdplatte,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:8-,8-,UIAA
4446563271,Linker Agent,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7+,7+,UIAA
4446563184,Herdbankl,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:6-,6-,UIAA
4446563091,Tarzanpfeiler,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:4,4,UIAA
4446563004,Mozzarella,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7-,7-,UIAA
4446562917,Gorgonzola,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:8-,8-,UIAA
4446562845,Lampenfieber,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7+,7+,UIAA
4446562752,Raffinesse,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:8+,8+,UIAA
4446562659,Heavy start,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7,7,UIAA
4446562572,Short cut,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:6-,6-,UIAA
4446562485,Piggy,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:7,7,UIAA
4446562398,Kermit,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:5,5,UIAA
4446562311,Skuta,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:4+,4+,UIAA
4446562224,Skita,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:4,4,UIAA
4446562137,Gonzo,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:6-,6-,UIAA
4446562050,Fozzie,Sport,Austria,Ost,Weizklamm,Herdplatte,UIAA:5,5,UIAA
4446666228,Cosa Nostra,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:10-,10-,UIAA
4446666156,Stoascheißer Koarl,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:8,8,UIAA
4446666084,Speleo,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:9+,9+,UIAA
4446666012,SunKist,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:9+/10-,9+,UIAA
4446665925,Dreh & Drink,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:8+,8+,UIAA
4446665766,Rigips lässt grüßen,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:9-/9,9-,UIAA
4446665679,Karies,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:9+,9+,UIAA
4446665592,Buschenschank,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:9+/10-,9+,UIAA
4446665499,Stoadirndl,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:9,9,UIAA
4446665406,Aqua boy,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:8-,8-,UIAA
8214585507,Aufwärmstress,Sport,Austria,Ost,Weizklamm,Gipslochwandl,UIAA:7,7,UIAA
4658856342,Quadratisch praktisch gut,Boulder,Austria,Ost,Graz / Bruck,Resowi,{FB} 6B,6B,FB
4658856255,Auf der Flucht,Boulder,Austria,Ost,Graz / Bruck,Resowi,{FB} 5C,5C,FB
977236830,Draufgabe,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:6,6,UIAA
977236731,Tristesse,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5+,5+,UIAA
977236632,Astralreise,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:6+,6+,UIAA
977236533,Charlie Brown,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:6,6,UIAA
977236434,Horeschowskyweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5-,5-,UIAA
977236335,Der alte Herr,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5+,5+,UIAA
977236236,Preussweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:4+,4+,UIAA
977236131,Normalweg #2,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:3,3,UIAA
977236020,Schwingerzipf,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:4-,4-,UIAA
977235888,Calimero,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:6,6,UIAA
977235777,Turnbergsteiger Kamin,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5-,5-,UIAA
977235654,Dagmarkante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5+,5+,UIAA
977235555,Direktes Dachl,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:6,6,UIAA
977235456,Nieberlwand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5,5,UIAA
977235357,Turriwand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5+,5+,UIAA
977235258,Turrikante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:5-,5-,UIAA
977235159,Blodigriss,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:4-,4-,UIAA
977235060,Normalweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Dachl,UIAA:3-,3-,UIAA
977228763,Osterweiterung,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:4+,4+,UIAA
977227995,Neiche Tanz,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:6-,6-,UIAA
977227218,Totenkirchl SO,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:7,7,UIAA
750847500,Schattenseiten,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:7+/8-,7+,UIAA
977225652,Kante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,{FR} 7a+,7a+,FR
750847401,Rechtes Totenkirchl,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:9,9,UIAA
750847302,Linkes Totenkirchl,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,{FR} 6b,6b,FR
750847203,Furchetta,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:6+,6+,UIAA
977219376,Delagorinne,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:5+,5+,UIAA
977218227,Toni Schmidkante,Top rope,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:5+,5+,UIAA
750847104,Höfelewand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:5-,5-,UIAA
11565194886,Erdige Rinne,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:5-,5-,UIAA
750847005,Nazgul,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:8-,8-,UIAA
691924671,Direkter Rossi,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:6+,6+,UIAA
691924473,Rossiüberhand left-hand variant,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:6,6,UIAA
691924572,Rossiüberhang,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:7,7,UIAA
750846906,"Xandlkamin, Gstreinweg",Trad,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:4+,4+,UIAA
4032132375,unbekannt,Sport,Austria,Ost,Klettergarten Graz/Andritz,Totenkirchl,UIAA:7+/8-,7+,UIAA
750857010,Tellsplatte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:5+,5+,UIAA
750853335,Schinko,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:5+,5+,UIAA
4478496612,Emmyriss,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:7-,7-,UIAA
750853236,Fiat Lux,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:7+,7+,UIAA
750853164,Stegerriss,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:6+,6+,UIAA
750853065,Robertüberhang,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:7,7,UIAA
750852966,Tausendundeine Nacht,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:7-,7-,UIAA
750852867,Meistersteig,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:6+,6+,UIAA
750852768,Dir. Meistersteig,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:6+/7-,6+,UIAA
750852669,Rothe Rinne,Sport,Austria,Ost,Klettergarten Graz/Andritz,Meistersteig,UIAA:5+,5+,UIAA
750852570,Monkey Circus,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:7,7,UIAA
750852471,Dülferriss,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:7-,7-,UIAA
750851649,Super Peter Perversman,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:10-/10,10-,UIAA
750834234,Marmolata SO,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:7+,7+,UIAA
750834135,Rosaroter Panther,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:7,7,UIAA
750834036,Schlumpfpfeiler,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:7,7,UIAA
750833937,Laurinswand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:4+,4+,UIAA
750833838,Laurins Rache,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:8-,8-,UIAA
750833739,Sandyplatte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:7-,7-,UIAA
750833640,Glanvellrinne,Sport,Austria,Ost,Klettergarten Graz/Andritz,Laurinswand,UIAA:5+,5+,UIAA
4478149623,Paulekeweg,Trad,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:5+,5+,UIAA
977138160,"Erst rechts, dann links - mit Kante",Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:6,6,UIAA
750833541,"Erst rechts, dann links",Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:7,7,UIAA
691928034,Jungmannschaftsplatte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:7-,7-,UIAA
2583645747,"Comptonband, Clean",Trad,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:5-,5-,UIAA
750833442,Comptonband,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:5-,5-,UIAA
750833343,Geist,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:8-/8,8-,UIAA
2583644241,"Schiefes Band, Clean",Trad,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:4-,4-,UIAA
750833244,Schiefes Band,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:4-,4-,UIAA
750833145,Große Verschneidung,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:5+,5+,UIAA
750833046,Preusskante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:5,5,UIAA
977135772,Güntherwand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:6-,6-,UIAA
750832947,Direkte Güntherwand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:7+/8-,7+,UIAA
750832848,Sag niemals nie,Sport,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:8,8,UIAA
4478146989,Mittelwandkamin,Trad,Austria,Ost,Klettergarten Graz/Andritz,Güntherwand,UIAA:3-,3-,UIAA
977125515,Tupikante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:5+,5+,UIAA
977125416,Bügelkante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:6+,6+,UIAA
977125317,Schleierkante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:7,7,UIAA
977125218,Schleimscheißer,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:8-,8-,UIAA
977125119,Kalt und Kälter,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:7-,7-,UIAA
977125020,Lorenzoni,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:5-,5-,UIAA
977124921,Tartois,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:7,7,UIAA
977124822,Muckiband,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:7,7,UIAA
977124723,Civetta Variante,Top rope,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:6,6,UIAA
977124624,Civetta,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:6,6,UIAA
977124525,Rochetta,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:6-,6-,UIAA
977124426,Weisse Pracht,Sport,Austria,Ost,Klettergarten Graz/Andritz,Am Band,UIAA:7+,7+,UIAA
977122260,Maurerweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:6,6,UIAA
971973318,Schwarzer Riss,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:7+,7+,UIAA
977117805,Silent Feet,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:7,7,UIAA
977117706,Dir. Kees,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:4-,4-,UIAA
977117607,Kees,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:3,3,UIAA
977117508,Grünschnabel,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:5+,5+,UIAA
977117409,Jahnweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:6-,6-,UIAA
977117310,Vulgo und Tom,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:6-,6-,UIAA
977117211,Der vermeintliche Fünfer,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:6+,6+,UIAA
977117112,Neue Route #2,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:4-,4-,UIAA
977117013,Neue Route,Sport,Austria,Ost,Klettergarten Graz/Andritz,Platten,UIAA:4-,4-,UIAA
977113149,Normalweg Ost,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:2,2,UIAA
977113050,Neue Route #2,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:4-,4-,UIAA
977112951,Blauer Montag,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:4,4,UIAA
977112852,Neue Route,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:4,4,UIAA
3805189716,Aschenbrenner,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:6-,6-,UIAA
977112753,Gelbe Platte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:7-,7-,UIAA
977112654,TV,Sport,Austria,Ost,Klettergarten Graz/Andritz,Gelbe Platte,UIAA:3+,3+,UIAA
750859233,Maukwest,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:6,6,UIAA
750859134,Verschneidung,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:3+,3+,UIAA
750859035,Pfeiler,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:5-,5-,UIAA
750858936,Zsigmondy rechts,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:7-,7-,UIAA
750858837,Zsigmondy links,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:6-,6-,UIAA
750858738,Saarplatte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:5-,5-,UIAA
750858639,Geierweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:5+,5+,UIAA
750858540,Siegridplatte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:4+,4+,UIAA
750858441,Draachentöter,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:4+,4+,UIAA
750858342,Holt's der Geier,Sport,Austria,Ost,Klettergarten Graz/Andritz,Zsigmondy,UIAA:4+,4+,UIAA
977096898,Jakobiturm,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:4+,4+,UIAA
977096799,Comici,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:7-,7-,UIAA
977096700,Winklerturm,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:6-,6-,UIAA
977096601,Winkler Verschneidung,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:5+,5+,UIAA
977096502,Winkler Südwand,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:4+,4+,UIAA
977096403,Maixweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:6/6+,6,UIAA
977096304,Arnos Traumweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:6+/7-,6+,UIAA
977096205,Östlicher Normalweg,Sport,Austria,Ost,Klettergarten Graz/Andritz,Winklerturm,UIAA:2,2,UIAA
977088756,Normalweg links,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:3+,3+,UIAA
977088657,Turmkante,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:4-,4-,UIAA
977088558,Direkter Turm,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:5,5,UIAA
977088459,Verschneidung,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:5,5,UIAA
977088360,Schwarze Platte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:5,5,UIAA
977088261,Dir Schwarze Platte,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:5,5,UIAA
977088162,Direkte Nase,Top rope,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:6-,6-,UIAA
977088063,Guglia di Brenta,Sport,Austria,Ost,Klettergarten Graz/Andritz,Schwarze Platte,UIAA:4+,4+,UIAA
